index,Name,published,type,downloads,onlineTime,steamRate,steamComments,24h Peak,All-Time Peak,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained,VPR
1,Counter-Strike: Global Offensive,2012/8/21,Action,127634000,13:52 (05:27),87%,"4,875,263","911,943","1,308,963",380102880,8288040,282670,3544,33363,87986,1918,45.86,208044,12191870,88.26118117
2,Dota 2,2013/7/9,Strategy,169786000,27:58 (14:16),84%,"1,384,575","585,832","1,295,114",294820200,3879960,196044,1509,8490,68245,898,75.99,45456,5128671,79.31016299
3,PLAYERUNKNOWN'S BATTLEGROUNDS,2017/12/21,Action,50615000,10:24 (03:10),52%,"1,323,041","400,859","3,257,248",68021640,4088400,48907,1357,11203,15745,946,16.64,28215,1776348,26.06909304
4,Among Us,2018/11/16,Strategy,22807000,05:25 (03:13),95%,"269,410","151,449","447,476",383234220,6818520,330355,3503,39513,88711,1578,56.2,437934,7067547,62.19132891
5,Grand Theft Auto V,2015/4/14,Action,29143000,08:34 (03:48),80%,"847,014","129,733","364,548",334309620,9572820,169848,4209,28390,77386,2215,34.92,229694,5950623,37.29699086
6,Rocket League,2015/7/7,Action,14998000,11:23 (06:07),90%,"349,893","108,467","147,632",145586640,7029660,147604,2977,50091,33700,1627,20.71,172597,2206523,18.83325509
7,Apex,2017/10/19,Action,22441,00:00 (00:6441),,,"101,739","117,320",0,0,0,0,0,0,0,0.0,0,0,0.0
8,Destiny 2,2019/10/1,Action,10601000,16:12 (05:50),86%,"287,979","90,821","292,513",61748820,5999580,28934,2563,15587,14293,1388,10.29,23222,663777,6.638234676000001
9,Team Fortress 2,2007/10/10,Action,51593000,21:47 (04:09),94%,"717,184","82,059","131,300",2163600,249600,3924,110,1232,500,57,8.67,2540,45174,10.85913462
11,ARK: Survival Evolved,2017/8/27,Rpg,8460000,24:46 (21:15),78%,"291,491","69,387","157,400",11863020,1681980,5972,609,4506,2746,389,7.05,6837,144572,5.157207577
12,Tom Clancy's Rainbow Six Siege,2015/12/1,Action,26002000,09:24 (04:08),88%,"646,791","69,269","199,307",81128760,5475840,55538,2108,22686,18779,1267,14.82,58777,1733456,18.99386396
13,Rust,2018/5/28,Rpg,19319,00:00 (00:3319),84%,"378,692","64,426","125,452",25416480,1217820,14100,441,3369,5883,281,20.87,15676,464433,22.88185446
15,Monster Hunter: World,2018/8/9,Action,10157000,17:43 (03:46),84%,"167,108","48,811","334,684",6177600,828720,3709,252,2873,1430,191,7.45,2564,93961,6.802852592000001
16,Warframe,2013/3/25,Action,29057000,32:04 (11:58),91%,"387,336","45,603","155,004",6231900,681900,29909,235,1975,1442,157,9.14,2389,57916,5.09599648
17,Phasmophobia,2020/9/18,Action,5137000,09:49 (06:25),97%,"56,693","44,036","112,717",89729940,6212640,66068,3105,31576,20770,1438,14.44,59247,1431263,13.82275168
18,PAYDAY 2,2013/8/13,Rpg,17632000,45:05 (09:56),87%,"284,065","42,333","247,709",4161960,181440,28811,83,789,963,42,22.94,1712,63175,20.8912037
19,Dead by Daylight,2016/6/14,Action,7624000,07:26 (05:19),82%,"277,374","42,181","77,590",113252940,5824920,41407,2059,21650,26215,1348,19.44,47797,1548704,15.95253497
20,Euro Truck Simulator 2,2012/10/18,Simulation,8234000,06:52 (03:15),97%,"260,131","40,166","61,081",7777740,733020,7438,442,2745,1800,169,10.61,6422,129792,10.62388475
21,Eternal Return: Black Survival,2020/10/14,Strategy,186000,00:00 (00:00),83%,"2,080","39,785","39,785",51206520,743880,54870,367,2394,11853,172,68.84,8919,963058,77.67849653
22,Sid Meier's Civilization VI,2016/10/21,Strategy,"5,188,000",11:57 (11:06),82%,"90,596","38,695","162,657",2379480,192900,1563,92,628,550,44,12.34,426,28970,9.01088647
23,Terraria,2011/5/16,Rpg,27068000,07:00 (02:19),97%,"475,383","36,268","489,886",3699180,671280,1795,249,2407,856,155,5.51,3897,47042,4.20468359
24,Unturned,2017/7/7,Action,42707000,34:51 (05:23),91%,"403,469","33,648","63,462",0,0,0,0,0,0,0,0.0,0,0,0.0
25,Football Manager 2020,2019/11/18,Sports,3384000,26:40 (34:13),87%,"15,291","33,515","189,464",0,0,0,0,0,0,0,0.0,0,0,0.0
26,World of Tanks Blitz,2016/11/9,Action,7087000,11:24 (15:03),78%,"56,647","32,755","37,600",0,0,0,0,0,0,0,0.0,0,0,0.0
27,Left 4 Dead 2,2009/11/16,Action,28616000,07:31 (01:50),97%,"276,142","32,071","162,399",4172760,374820,11614,180,2052,965,86,11.13,1801,50932,8.153033456000001
28,War Thunder,2013/8/15,Action,18233000,06:36 (03:56),80%,"179,649","31,607","56,655",54052320,857280,27403,336,2263,12512,198,63.05,34940,435767,30.49881019
29,Total War: WARHAMMER II,2017/9/28,Strategy,3575000,08:59 (12:40),92%,"52,361","31,492","84,920",8913300,154620,9224,68,432,2063,35,57.65,1469,169471,65.7629026
30,Garry's Mod,2006/11/29,Simulation,21511000,09:31 (02:39),96%,"517,293","31,394","73,863",3507180,156420,4552,80,817,811,36,22.42,2642,70331,26.97775221
31,Hearts of Iron IV,2016/6/6,Strategy,2791000,08:55 (07:01),91%,"75,651","30,652","46,806",4077300,94860,13750,52,349,943,21,42.98,1604,93908,59.39784946
32,DayZ,2018/12/13,Action,4681000,13:06 (25:41),66%,"203,207","30,508","45,548",32809260,1289700,32900,506,3172,7594,298,25.44,10379,410791,19.11100256
33,Farming Simulator 19,2018/11/19,Simulation,1001000,15:34 (18:57),91%,"26,983","30,452","59,466",19956000,565440,20139,277,1707,4619,130,35.29,5449,701972,74.487691
34,The Witcher 3: Wild Hunt,2015/5/18,Rpg,10932000,09:04 (08:46),98%,"388,633","30,338","103,329",5745120,550560,4376,222,2015,1329,127,10.44,-103,292112,31.83435048
35,7 Days to Die,2013/12/13,Rpg,4859000,06:56 (10:07),85%,"97,552","26,978","39,222",9371580,910440,9601,343,2433,2169,210,10.29,2126,115230,7.5939106370000005
36,Don't Starve Together,2016/4/21,Simulation,6874000,04:29 (03:01),96%,"135,213","26,517","68,418",14491320,400440,7280,140,1436,3354,92,36.19,3261,160968,24.11866946
37,Brawlhalla,2017/10/17,Action,23213000,03:54 (02:06),84%,"180,326","25,062","34,171",6302460,611100,30581,248,3598,1458,141,10.31,10613,107257,10.53087874
38,Hades,2020/9/17,Rpg,1522000,12:00 (07:57),98%,"45,450","24,951","37,749",18082200,834780,22990,316,3616,4185,193,21.66,4559,357788,25.71609286
40,Red Dead Redemption 2,2019/12/5,Action,2893000,10:07 (12:14),79%,"104,041","24,174","55,271",8298720,1401480,4062,521,3883,1921,324,5.92,4261,126045,5.396223992
41,EA SPORTS FIFA 21,2020/10/8,Simulation,194000,38:13 (59:43),75%,"3,316","23,404","27,451",0,0,0,0,0,0,0,0.0,0,0,0.0
42,The Elder Scrolls Online,2017/5/22,Rpg,3677000,14:15 (19:05),82%,"69,932","23,354","49,234",17331120,576720,11067,220,1548,4011,133,30.05,9293,264048,27.47066167
43,Age of Empires II: Definitive Edition,2019/11/14,Strategy,1336000,05:50 (02:45),92%,"51,833","22,893","34,622",0,0,0,0,0,0,0,0.0,0,0,0.0
44,Sid Meier's Civilization V,2010/9/21,Strategy,9854000,12:53 (15:27),96%,"103,451","22,227","91,363",1618200,47340,2877,26,158,374,10,34.18,105,20823,26.39163498
45,DARK SOULS III,2016/4/11,Action,4454000,10:22 (29:31),93%,"139,631","21,265","129,975",12545580,1293240,9896,482,4699,2904,299,9.7,5614,210528,9.767467755
46,Crusader Kings III,2020/9/1,Rpg,1607000,07:50 (04:01),92%,"19,836","20,529","98,872",1919640,113460,3099,51,402,444,26,16.92,491,32887,17.39132734
47,The Elder Scrolls V: Skyrim Special Edition,2016/10/27,Rpg,4232000,02:38 (03:36),93%,"50,959","20,365","69,906",0,0,0,0,0,0,0,0.0,0,0,0.0
48,Arma 3,2013/9/12,Strategy,3775000,08:23 (08:25),90%,"124,895","20,244","56,679",2943960,437940,4070,324,1279,681,101,6.72,1503,66918,9.16810522
49,Sea of Thieves,2020/6/3,Action,2878000,05:30 (07:18),87%,"38,282","20,056","66,906",29888160,2089020,34514,867,6215,6918,483,14.31,15311,493375,14.17052015
50,Counter-Strike,2000/11/1,Action,18944000,02:14 (01:01),96%,"95,025","20,031","319,586",721980,128940,2912,62,594,167,29,5.6,1847,35834,16.67473243
51,Fallout 4,2015/11/9,Rpg,5918000,13:40 (27:41),77%,"131,368","19,985","472,962",2038080,416100,3531,144,1123,471,96,4.9,926,31365,4.522710887
52,Europa Universalis IV,2013/8/13,Strategy,3890000,11:14 (12:51),86%,"57,046","19,936","48,165",2164980,73560,3399,42,225,501,17,29.43,496,22334,18.21696574
53,Stardew Valley,2016/2/26,Rpg,6288000,00:50 (00:16),97%,"230,622","18,616","64,427",7058700,594240,7617,217,2681,1633,137,11.88,4167,58493,5.905997577000001
54,NBA 2K20,2019/9/5,Sports,6584000,06:56 (04:48),49%,"39,692","18,186","48,375",2420700,562860,3343,252,1816,560,130,4.3,1084,46580,4.965355506
55,Cities: Skylines,2015/3/10,Strategy,6881000,05:21 (05:04),92%,"100,690","18,114","60,386",1238580,118860,1406,51,471,286,27,10.42,391,16562,8.360424027999999
56,The Forest,2018/4/30,Action,5960000,02:22 (04:12),94%,"175,985","17,920","28,160",2783400,622860,4474,231,2543,644,144,4.47,3090,35774,3.446103458
57,SMITE,2015/9/8,Action,10951000,11:31 (14:30),80%,"74,060","17,871","28,022",21374160,1253280,8360,527,3785,4947,290,17.05,4703,230611,11.040358099999999
58,Fall Guys: Ultimate Knockout,2020/8/3,Action,9281000,02:31 (00:57),80%,"228,889","17,725","172,213",23830800,1254240,57692,487,7895,5516,290,19.0,17027,360835,17.26152889
59,Raft,2018/5/23,Simulation,4549000,05:14 (03:13),90%,"62,618","16,819","42,288",19087440,644460,35510,244,2497,4418,149,29.62,13660,260467,24.24979052
60,Black Desert Online,2017/5/24,Rpg,7141000,61:12 (101:56),75%,"27,399","16,796","60,395",17765820,822600,6628,295,2071,4112,190,21.6,8528,424926,30.99387309
61,RimWorld,2018/10/17,Strategy,2387000,05:16 (05:53),98%,"70,930","16,388","41,917",8149320,225960,15872,84,636,1886,52,36.07,1002,288219,76.53186405
62,FINAL FANTASY XIV Online,2014/2/18,Rpg,2250000,30:44 (59:02),86%,"24,847","16,093","41,200",10999440,1334160,5413,574,4059,2546,308,8.24,2492,199999,8.994378485
63,Halo: The Master Chief Collection,2019/12/3,Action,3088000,03:15 (02:38),91%,"102,443","15,976","161,024",4489860,807660,2078,399,2938,1039,186,5.56,1760,53618,3.9832107569999997
64,The Sims 4,2014/9/2,Simulation,459000,47:21 (15:47),87%,"3,128","15,910","18,733",11799540,597960,9871,238,3183,2731,138,19.73,6964,228424,22.92032912
65,Assassin's Creed Odyssey,2018/10/5,Rpg,1999000,05:47 (03:31),88%,"72,236","15,358","62,069",0,0,0,0,0,0,0,0.0,0,0,0.0
66,Path of Exile,2013/10/23,Rpg,16921000,22:03 (21:11),93%,"144,332","15,352","133,357",6909900,542400,2950,179,1065,1599,125,12.74,1953,140682,15.56216814
67,Stellaris,2016/5/9,Strategy,2846000,21:06 (29:33),85%,"63,434","15,121","68,602",526020,81480,881,41,239,121,18,6.46,155,8121,5.98011782
68,Divinity: Original Sin 2,2017/9/14,Rpg,"3,824,000",15:07 (12:01),95%,"90,610","15,081","93,701",0,0,0,0,0,0,0,0.0,0,0,0.0
69,Factorio,2020/8/14,Strategy,2488000,11:12 (16:50),98%,"74,336","14,414","34,700",1998360,157740,1324,72,442,462,36,12.67,292,23691,9.011411183
70,NBA 2K21,2020/9/3,Sports,169000,50:32 (53:21),29%,"6,198","14,390","20,687",44395560,3329760,51602,1392,10015,10276,770,13.33,66351,501423,9.035299841
71,Elite Dangerous,2015/4/2,Rpg,1943000,01:27 (01:39),75%,"45,350","14,359","21,734",0,0,0,0,0,0,0,0.0,0,0,0.0
72,Borderlands 3,2020/3/13,Rpg,1471000,12:01 (13:29),82%,"40,063","13,732","93,820",3750600,379920,7769,152,1282,868,87,9.87,976,46501,7.343809222999999
73,Dying Light,2015/1/26,Rpg,5329000,04:58 (05:20),94%,"143,590","13,125","45,876",1029000,251700,922,101,983,238,58,4.09,634,21882,5.216209774
74,Paladins,2018/5/8,Action,18148000,04:29 (02:03),85%,"281,558","12,938","60,743",4536060,541560,1941,190,2256,1050,125,8.38,3321,85103,9.428650565
75,VRChat,2017/2/1,Sports,6591000,08:08 (05:45),90%,"68,660","12,888","20,320",30913980,597960,41293,328,2377,7156,138,51.7,17505,399324,40.06863335
76,Bloons TD 6,2018/12/17,Strategy,1227000,00:27 (00:25),95%,"34,496","12,605","15,010",658440,97680,1027,43,564,152,22,6.74,830,8989,5.521498771
77,Human: Fall Flat,2016/7/22,Adventure,8896000,01:55 (00:54),93%,"85,070","12,547","127,517",2742900,136020,14839,59,1043,634,31,20.17,792,36065,15.9086899
78,eFootball PES 2021,2020/9/15,Sports,"74,000",10:44 (13:05),73%,"4,191","11,826","12,828",1508640,237300,1391,119,888,349,54,6.36,1298,22633,5.722629583
80,Satisfactory,2020/6/8,Strategy,882000,07:16 (08:42),96%,"22,531","11,389","27,439",2433660,311460,1871,137,836,563,72,7.81,666,26348,5.0757079560000005
81,Sekiro: Shadows Die Twice,2019/3/21,Rpg,4461000,02:25 (02:09),93%,"72,343","11,256","125,315",15670680,334500,13438,115,1571,3627,77,46.85,2532,222014,39.82313901
82,Mount & Blade II: Bannerlord,2020/3/30,Rpg,4325000,04:43 (03:04),86%,"107,030","11,045","248,216",617280,70920,953,34,250,142,16,8.7,326,11839,10.01607445
83,F1 2020,2020/7/9,Sports,330000,07:20 (07:09),93%,"7,285","10,806","24,010",11230320,525540,19347,576,3040,2599,121,21.37,10840,240239,27.42767439
84,Fallout 76,2020/4/14,Rpg,871000,14:56 (06:58),75%,"12,307","10,730","32,982",4155000,640920,6007,229,1675,961,148,6.48,1700,47675,4.463115521000001
85,Conan Exiles,2018/5/8,Rpg,2061000,13:48 (02:21),77%,"41,301","10,678","53,402",1726560,220740,854,97,561,399,51,7.82,382,23860,6.485458005
86,Space Engineers,2019/2/28,Strategy,2851000,11:46 (22:26),89%,"70,405","10,598","23,888",722340,132120,862,55,318,167,30,5.47,217,7727,3.509082652
87,Soundpad,2016/11/9,Others,821000,02:42 (01:03),97%,"13,551","10,582","10,965",0,0,0,0,0,0,0,0.0,0,0,0.0
88,No Man's Sky,2016/8/12,Action,3052000,11:13 (07:48),64%,"139,342","10,512","212,613",1700220,290040,1526,113,925,393,67,5.86,673,29368,6.075299959
90,Hunt: Showdown,2019/8/27,Action,1893000,18:31 (09:44),81%,"53,238","10,220","16,588",18579540,648660,21247,284,2039,4300,150,28.64,2794,260382,24.08491351
91,Yu-Gi-Oh! Duel Links,2017/11/16,Strategy,2831000,11:24 (07:35),83%,"24,768","10,201","17,202",2861220,126900,3089,53,503,662,29,22.55,1628,57032,26.96548463
92,Conqueror's Blade,2019/5/30,Strategy,2426000,81:24 (47:05),72%,"13,108","9,949","10,891",8740500,226140,15299,91,565,2023,52,38.65,4786,138141,36.65189705
93,Albion Online,2017/7/17,Rpg,1555000,36:43 (44:18),76%,"23,545","9,907","13,363",4569120,279060,2748,98,658,1057,64,16.37,3399,99635,21.42227478
94,theHunter: Call of the Wild,2017/2/16,Simulation,1649000,18:09 (24:10),84%,"45,486","9,810","18,081",3358140,342480,5890,129,1133,777,79,9.81,1218,33707,5.905220742999999
95,World of Warships,2017/11/15,Action,13344000,26:36 (25:36),80%,"65,319","9,695","22,887",16341840,467460,8537,185,1298,3782,108,34.96,3618,198506,25.47888589
96,Slay the Spire,2019/1/23,Strategy,2365000,01:08 (01:15),97%,"67,824","9,391","33,086",7579080,127320,7632,50,533,1754,29,59.53,263,66697,31.43119698
97,Tabletop Simulator,2015/6/5,Rpg,4075000,03:43 (04:13),95%,"21,184","9,306","37,198",1918560,117360,9498,62,586,444,27,16.35,381,34253,17.51175869
98,Oxygen Not Included,2019/7/30,Simulation,1666000,07:38 (05:05),96%,"49,549","9,273","27,486",1695600,100740,1117,45,318,392,23,16.83,299,26524,15.79749851
99,Total War: THREE KINGDOMS,2019/5/23,Strategy,2444000,11:19 (07:32),84%,"41,340","9,173","192,298",0,0,0,0,0,0,0,0.0,0,0,0.0
101,Total War: ROME II - Emperor Edition,2013/9/2,Strategy,2899000,00:53 (00:35),82%,"32,090","8,611","118,240",0,0,0,0,0,0,0,0.0,0,0,0.0
102,Conqueror's Blade,2019/5/30,Strategy,2426000,81:24 (47:05),72%,"13,108","8,542","12,350",8740500,226140,15299,91,565,2023,52,38.65,4786,138141,36.65189705
103,DEATH STRANDING,2020/7/14,Action,868000,02:45 (04:22),93%,"17,250","8,520","32,515",1082100,235560,1195,85,727,250,54,4.59,261,19883,5.06444218
104,Geometry Dash,2014/12/22,Action,2044000,08:04 (15:46),94%,"89,162","8,232","9,641",1739940,228780,1196,94,1370,402,52,7.61,4443,34998,9.178599528
105,Company of Heroes 2,2013/6/25,Strategy,4798000,07:18 (10:29),79%,"42,632","8,149","164,688",927000,65520,424,34,219,214,15,14.15,240,17043,15.60714286
106,Hollow Knight,2017/2/24,Action,3774000,09:05 (05:52),96%,"101,165","8,006","11,508",5433060,838200,4517,311,3183,1257,194,6.48,2699,94149,6.7393700789999995
107,Assetto Corsa,2014/12/19,Sports,1164000,07:38 (16:30),89%,"27,238","7,997","8,808",1719720,119160,1213,77,581,398,27,14.43,783,53409,26.89274924
108,Deep Rock Galactic,2020/5/13,Action,2477000,11:05 (07:14),96%,"43,271","7,967","20,120",929400,209460,1001,88,807,215,48,4.44,240,9001,2.578344314
109,The Elder Scrolls V: Skyrim,2011/11/10,Rpg,9599000,09:17 (09:06),94%,"172,004","7,962","287,411",6774060,760260,7036,261,2343,1568,175,8.91,2846,68251,5.386394127999999
110,The Binding of Isaac: Rebirth,2014/11/4,Action,2842000,20:52 (12:58),98%,"99,940","7,955","70,232",0,0,0,0,0,0,0,0.0,0,0,0.0
111,Far Cry 5,2018/3/26,Action,2478000,00:00 (00:00),76%,"67,790","7,859","92,445",653460,149700,639,64,753,151,34,4.37,302,13379,5.362324649
112,Squad,2020/9/23,Strategy,1204000,14:36 (08:50),88%,"45,030","7,768","15,338",3153300,219720,4959,97,733,729,50,14.35,676,127902,34.92681595
113,DOOM Eternal,2020/3/19,Action,2042000,02:52 (02:25),87%,"69,131","7,719","104,891",2945220,387900,3530,153,1617,681,89,7.59,944,89010,13.76798144
114,NGU IDLE,2019/10/1,Simulation,452000,00:00 (00:00),96%,"4,837","7,569","7,963",0,0,0,0,0,0,0,0.0,0,0,0.0
115,American Truck Simulator,2016/2/2,Simulation,1906000,05:28 (02:06),95%,"49,202","7,566","19,153",1675320,259800,1021,112,904,387,60,6.45,994,27730,6.404157044
116,Warhammer: Vermintide 2,2018/3/8,Action,3376000,07:54 (07:54),79%,"42,286","7,563","73,316",895500,146820,676,72,564,207,33,6.1,230,9921,4.054352268
117,Age of Empires II (2013),2013/4/9,Strategy,3909000,03:46 (03:18),95%,"68,375","7,550","27,927",0,0,0,0,0,0,0,0.0,0,0,0.0
118,Amazing Cultivation Simulator,2019/1/10,Rpg,680000,00:00 (00:00),84%,"8,989","7,545","18,349",2804820,23580,25088,14,68,649,5,118.95,196,68172,173.46564890000002
119,RuneScape,2020/10/14,Rpg,668000,01:21 (00:41),86%,"5,119","7,220","12,569",3496200,260880,1760,102,791,809,60,13.4,1684,57166,13.14765409
121,Battlefield V,2018/11/9,Others,137000,10:56 (09:10),63%,"6,300","7,076","9,080",2432580,298620,2845,128,1569,563,69,8.15,1134,37886,7.612216194
122,Football Manager 2019,2018/11/2,Sports,1168000,15:44 (05:14),86%,"11,825","6,923","75,982",0,0,0,0,0,0,0,0.0,0,0,0.0
123,Phantasy Star Online 2,2020/8/5,Rpg,738000,07:18 (04:50),83%,"5,646","6,912","20,175",844860,142380,422,59,354,195,32,5.93,203,6862,2.8916982719999997
125,The Crew 2,2018/6/28,Action,1660000,03:38 (08:29),79%,"25,087","6,749","7,982",565260,141780,344,79,805,130,32,3.99,4657,6174,2.6127803640000002
126,TEKKEN 7,2017/6/1,Action,1752000,03:26 (03:16),83%,"26,332","6,729","18,966",12551460,400560,16546,145,2002,2905,92,31.33,5122,215649,32.30212702
127,Counter-Strike: Source,2004/11/1,Action,13973000,02:34 (02:50),95%,"70,340","6,685","100,056",0,0,0,0,0,0,0,0.0,0,0,0.0
128,Risk of Rain 2,2020/8/11,Action,5651000,06:49 (08:31),96%,"77,807","6,622","71,548",2518920,212340,6034,97,939,583,49,11.86,389,27824,7.86210794
129,Grim Dawn,2016/2/25,Rpg,10114000,01:20 (00:53),92%,"46,284","6,445","61,458",465720,70200,247,28,190,107,16,6.63,100,5926,5.064957265
130,SCUM,2018/8/29,Action,1767000,06:19 (02:58),69%,"35,814","6,434","68,322",2357340,202140,1800,82,507,545,46,11.66,3324,38246,11.35233007
131,Ori and the Will of the Wisps,2020/3/10,Action,1070000,18:49 (06:16),95%,"34,605","6,357","34,807",740640,120420,525,65,476,171,27,6.15,426,12233,6.095166916
132,Mount & Blade: Warband,2010/3/31,Rpg,3772000,03:21 (02:14),97%,"91,568","6,315","33,054",0,0,0,0,0,0,0,0.0,0,0,0.0
133,eFootball PES 2020,2019/9/10,Sports,866000,06:40 (08:47),71%,"7,885","6,204","21,018",0,0,0,0,0,0,0,0.0,0,0,0.0
134,Russian Fishing 4,2018/6/15,Rpg,2224000,00:18 (00:11),73%,"13,054","6,161","8,854",1397640,116940,780,48,284,323,27,11.95,665,21420,10.99025141
135,Dota Underlords,2019/6/20,Strategy,7097000,03:55 (05:27),83%,"84,921","6,097","202,334",412560,29400,1137,14,129,95,6,14.03,106,5436,11.09387755
136,Gunfire Reborn,2020/5/22,Rpg,766000,04:34 (06:48),93%,"19,250","6,066","28,564",684840,89280,3239,37,394,158,20,7.67,187,11857,7.968413977999999
137,STAR WARS Jedi: Fallen Order,2019/11/14,Adventure,2317000,02:18 (00:46),90%,"51,080","6,043","46,550",2608860,359220,4186,143,2368,603,83,7.26,1084,41380,6.911641891
138,Microsoft Flight Simulator,2020/8/17,Simulation,338000,14:21 (17:57),72%,"15,503","5,900","61,829",2740980,246600,2430,119,837,634,57,11.12,1380,74687,18.17201946
139,Aim Lab,2018/2/7,Action,1283000,01:39 (01:03),93%,"14,203","5,852","5,852",531000,43800,4868,24,469,122,10,12.12,558,14320,19.61643836
140,Cyberhunt,2017/5/19,Action,237000,00:00 (00:00),83%,685,"5,810","5,810",0,0,0,0,0,0,0,0.0,0,0,0.0
142,Killing Floor 2,2016/11/18,Action,2982000,04:38 (04:20),88%,"63,672","5,613","69,987",0,0,0,0,0,0,0,0.0,0,0,0.0
143,BeamNG.drive,2015/5/29,Simulation,1602000,02:24 (03:07),95%,"43,300","5,557","7,910",0,0,0,0,0,0,0,0.0,0,0,0.0
144,Middle-earth: Shadow of War,2017/10/9,Adventure,2842000,17:59 (21:01),85%,"34,658","5,517","68,183",525300,126960,355,59,774,121,29,4.14,260,6643,3.139413989
145,Portal 2,2011/4/18,Action,11438000,01:04 (01:48),98%,"167,835","5,466","98,460",968280,148920,958,68,839,224,34,6.5,888,14355,5.783642223999999
147,Kerbal Space Program,2015/4/27,Simulation,2535000,05:15 (02:00),93%,"65,461","5,332","19,149",996120,69660,1172,34,240,230,16,14.3,240,8719,7.5099052539999995
148,Fallout: New Vegas,2010/10/19,Rpg,657000,00:02 (00:00),96%,"82,845","5,203","51,038",881820,154980,742,62,560,204,35,5.69,417,10545,4.082462253
149,Assassin's Creed Origins,2017/10/26,Rpg,2085000,01:13 (00:40),85%,"51,584","5,202","41,551",0,0,0,0,0,0,0,0.0,0,0,0.0
150,XCOM 2,2016/2/4,Strategy,3209000,12:53 (19:24),86%,"40,273","5,175","133,022",2857440,70380,1844,29,252,661,16,40.6,105,18524,15.79198636
151,Idle Champions of the Forgotten Realms,2020/3/25,Strategy,786000,00:00 (00:00),82%,"6,757","5,143","7,094",0,0,0,0,0,0,0,0.0,0,0,0.0
152,Planet Zoo,2019/11/5,Strategy,1197000,00:00 (00:00),88%,"28,152","5,140","38,630",596520,58860,1019,42,273,138,13,10.13,384,10836,11.04587156
153,Shop Titans,2020/5/5,Rpg,557000,03:09 (01:03),74%,"4,312","5,059","7,983",0,0,0,0,0,0,0,0.0,0,0,0.0
154,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016/2/4,Action,1310000,03:21 (02:06),87%,"26,379","5,053","6,275",722760,170700,1297,77,826,167,39,4.23,2255,20782,7.304745167
155,MORDHAU,2019/4/29,Action,3592000,04:26 (04:22),83%,"64,458","5,006","60,204",956820,56100,7536,31,305,221,12,17.06,235,13304,14.22887701
156,EVE Online,2010/12/15,Rpg,3030000,61:31 (81:53),76%,"20,225","4,942","10,627",2093580,93180,1757,44,241,484,21,22.47,743,32971,21.23052157
157,Age of Empires III: Definitive Edition,2020/10/15,Strategy,115000,05:54 (07:13),57%,"6,682","4,937","20,146",0,0,0,0,0,0,0,0.0,0,0,0.0
158,Borderlands 2,2012/9/17,Rpg,16158000,04:09 (01:24),95%,"153,080","4,923","124,678",1270800,153120,1829,71,641,294,35,8.3,521,16083,6.3021159870000005
159,Sniper Elite 4,2017/2/13,Action,1644000,04:52 (04:51),89%,"21,198","4,855","15,101",0,0,0,0,0,0,0,0.0,0,0,0.0
160,Need for Speed Heat,2019/11/8,Adventure,662000,18:58 (12:38),80%,"7,905","4,785","6,408",0,0,0,0,0,0,0,0.0,0,0,0.0
162,Darkest Dungeon,2016/1/19,Strategy,3083000,06:53 (03:48),89%,"70,317","4,780","19,357",3723600,121560,6366,54,500,861,28,30.63,528,36312,17.92300099
163,Crossout,2017/7/26,Action,3536000,02:54 (03:53),75%,"36,746","4,694","9,701",0,0,0,0,0,0,0,0.0,0,0,0.0
164,Crusader Kings II,2012/2/14,Rpg,3046000,18:43 (12:28),90%,"59,331","4,661","141,439",0,0,0,0,0,0,0,0.0,0,0,0.0
165,Assetto Corsa Competizione,2019/5/29,Sports,351000,00:00 (00:00),88%,"7,590","4,658","5,759",2201700,211200,2563,177,736,509,48,10.42,906,32745,9.302556818
166,Scrap Mechanic,2016/1/19,Action,4938000,02:50 (02:21),91%,"51,989","4,622","46,643",0,0,0,0,0,0,0,0.0,0,0,0.0
167,Hell Let Loose,2019/6/6,Strategy,1034000,00:53 (00:17),85%,"17,080","4,615","12,308",452340,75780,804,41,276,104,17,5.97,193,6496,5.14330958
168,Warface,2012/4/12,Rpg,13158000,01:41 (01:36),68%,"61,371","4,578","13,867",603780,160440,480,71,472,139,37,3.76,449,12066,4.512341062
169,Medieval Dynasty,2020/9/17,Rpg,256000,00:00 (00:00),92%,"7,311","4,439","18,738",3384720,80820,19884,49,300,783,18,41.88,341,47979,35.61915367
170,The Isle,2015/12/1,Action,799000,18:03 (19:03),81%,"25,872","4,417","11,973",0,0,0,0,0,0,0,0.0,0,0,0.0
172,Totally Accurate Battle Simulator,2019/4/1,Strategy,3090000,04:54 (02:15),97%,"38,717","4,348","9,206",0,0,0,0,0,0,0,0.0,0,0,0.0
173,The Divine Paradox,2016/9/26,Rpg,38000,00:00 (00:00),,,"4,315","12,118",0,0,0,0,0,0,0,0.0,0,0,0.0
174,Lords Mobile,2019/6/2,Rpg,296000,09:29 (06:19),68%,"2,575","4,312","5,733",0,0,0,0,0,0,0,0.0,0,0,0.0
176,DARK SOULS II: Scholar of the First Sin,2015/4/1,Others,2116000,00:25 (00:08),86%,"34,988","4,287","12,106",0,0,0,0,0,0,0,0.0,0,0,0.0
